"entrez","symbol","ensembl","gene_type","baseMean","l2fc_raw","l2fc_shrunk","lfcSE","pvalue","padj","direction"
"729558","LOC729558","ENSG00000249690","ncRNA",46.0168990794274,-2.1632413307032,-1.92068854953527,0.529418334695246,4.38738050581057e-05,0.00113556475090309,"down"
"340260","UNCX","ENSG00000164853","protein-coding",413.75849388668,-2.08476835361882,-1.85390536918568,0.510742909651946,4.46814888470576e-05,0.00115317365099682,"down"
"58189","WFDC1","ENSG00000103175","protein-coding",31.7395181152341,2.94199709706791,2.57758098022808,0.721147032400824,4.51117361696546e-05,0.00116140356461706,"up"
"83890","SPATA9","ENSG00000145757","protein-coding",735.701387289935,1.71415768177926,1.53638108323126,0.420559526416691,4.58371330810077e-05,0.00117563837847657,"up"
"124590","USH1G","ENSG00000182040","protein-coding",21.9749536946287,-3.56152934912025,-3.11389069652213,0.875045298954022,4.69912382320793e-05,0.0011984743864915,"down"
"8870","IER3","ENSG00000137331","protein-coding",2361.37959233878,1.99448456803147,1.77086103321924,0.490127439329297,4.71508906544534e-05,0.00120030054416715,"up"
"80164","PRR36","ENSG00000183248","protein-coding",2693.31133684598,-2.09035578919821,-1.85618209380247,0.514744693692429,4.88720860253503e-05,0.00123603761910496,"down"
"107986942","LOC107986942","ENSG00000288761","ncRNA",18.9927309328486,3.63016933379586,3.19425941199417,0.894690409555371,4.96095989714692e-05,0.00125236676514642,"up"
"22983","MAST1","ENSG00000105613","protein-coding",855.410429195067,-1.99478797369253,-1.77375599052715,0.49243993086954,5.10373722267953e-05,0.00128484110470115,"down"
"340596","LHFPL1","ENSG00000182508","protein-coding",109.269319377451,2.04372860187061,1.81015051827435,0.505482072479821,5.27428610256251e-05,0.00132410806906321,"up"
"201161","CENPV","ENSG00000166582","protein-coding",4099.01406117676,-2.31390960740228,-2.04167928186021,0.5727496253673,5.3450755416127e-05,0.00133941304748648,"down"
"220359","TIGD3","ENSG00000173825","protein-coding",180.862141349361,-2.070223917588,-1.83570877816269,0.513388318750589,5.51932398750981e-05,0.00137556157675585,"down"
"3176","HNMT","ENSG00000150540","protein-coding",241.286979334857,2.07242272166378,1.83258541942284,0.513976035328331,5.52715219943169e-05,0.0013761851832448,"up"
"4500","MT1L","ENSG00000291105","pseudo",12.5966205269355,6.46484674267318,5.94634712672449,1.60569285944766,5.66845567004276e-05,0.00140751161555597,"up"
"27439","TMEM121B","ENSG00000183307","protein-coding",881.728288848563,-1.5299143915789,-1.37787555612357,0.380265182330159,5.73924972964101e-05,0.00142120712651165,"down"
"9452","ITM2A","ENSG00000078596","protein-coding",153.984713248449,1.87655744507583,1.66794458440894,0.466965523521217,5.85397523318136e-05,0.00144617107901758,"up"
"260334","TUBB8B","ENSG00000173213","protein-coding",37.0158183623324,2.21024862544518,1.95320240454237,0.55085109907829,6.0098220171584e-05,0.00147153860931308,"up"
"85442","KNDC1","ENSG00000171798","protein-coding",689.338245552448,-2.30108751795618,-2.02731975675587,0.574137087429084,6.12594736068497e-05,0.00149256326042641,"down"
"406937","MIR145","ENSG00000276365","ncRNA",12.7869114428625,6.48596772071418,5.95497153608636,1.61848034657543,6.13796710040361e-05,0.00149404289410604,"up"
"23532","PRAME","ENSG00000185686","protein-coding",35.277883054298,2.74745894650755,2.40830130760079,0.68567420017043,6.15091265844334e-05,0.00149463888342067,"up"
"8309","ACOX2","ENSG00000168306","protein-coding",82.6311290464813,1.75001225588847,1.56208101530599,0.437058822446011,6.22630508949822e-05,0.00150758420923694,"up"
"54625","PARP14","ENSG00000173193","protein-coding",2472.93099484992,1.64725979515311,1.47276150178285,0.412277486392391,6.45544872397449e-05,0.00155753410628708,"up"
"478","ATP1A3","ENSG00000105409","protein-coding",2107.39956729629,-1.51928223080333,-1.36884032568879,0.380318705850627,6.4759620399618e-05,0.00155972287153285,"down"
"83723","TLCD3B","ENSG00000149926","protein-coding",1348.874868155,-2.36708079346602,-2.08054501674348,0.592768855175575,6.51707450503282e-05,0.00156711415832023,"down"
"101928067","LINC01945","ENSG00000236485","ncRNA",87.8553442063582,-1.87706732152715,-1.66763364263959,0.470112513247839,6.52964232633431e-05,0.00156711415832023,"down"
"105372424","LOC105372424","ENSG00000269729","ncRNA",13.2377000461578,6.53322552020512,5.9905902991537,1.63616865672785,6.52418831177102e-05,0.00156711415832023,"up"
"105372249","LOC105372249","ENSG00000302622","ncRNA",45.0586202233961,-3.15934583536656,-2.75085625569584,0.791955942643388,6.62699800613764e-05,0.00158096781958651,"down"
"2138","EYA1","ENSG00000104313","protein-coding",150.149700139568,1.8730564785536,1.65983976105898,0.470219756811983,6.79465456803949e-05,0.00161648745325505,"up"
"100289333","LOC100289333","ENSG00000291101","pseudo",51.2827714745809,-2.13742712210073,-1.88385040663139,0.537877248627677,7.07291589890347e-05,0.00167537775037102,"down"
"105377372","NEUROG2-AS1","ENSG00000249509","ncRNA",21.9382857956143,-2.91820535242818,-2.54204692399415,0.734968471492755,7.17166164641093e-05,0.00169435167355067,"down"
"105373051","SCUBE1-AS2","ENSG00000236272","ncRNA",11.4724663109307,-4.24791926374724,-3.66777839063147,1.07030150834553,7.22052840800993e-05,0.00170441979667517,"down"
"55532","SLC30A10","ENSG00000196660","protein-coding",47.8561169416351,-1.60524323529099,-1.43673244291318,0.4046180065991,7.26897968530508e-05,0.00171289077044216,"down"
"4880","NPPC","ENSG00000163273","protein-coding",17.278521734896,-3.23922450992296,-2.80989651611036,0.818310225550195,7.54437498307719e-05,0.0017686142694636,"down"
"440896","LINC03025","ENSG00000276462","ncRNA",80.4662032903827,-2.90723065488227,-2.53228560405394,0.7345097365692,7.55622508109148e-05,0.00176987045198349,"down"
"9871","SEC24D","ENSG00000150961","protein-coding",2386.55990582964,1.84042090661878,1.62914213402933,0.465318892837109,7.64764120460061e-05,0.00178362095639205,"up"
"105377253","LOC105377253","ENSG00000250775","ncRNA",13.7566187899778,6.60119966399242,6.02870091399167,1.67072337822663,7.77919279729777e-05,0.00181275138825236,"up"
"5076","PAX2","ENSG00000075891","protein-coding",132.554198577856,2.59106950281243,2.2440308378828,0.656710027433102,7.96234651898023e-05,0.00184910916093251,"up"
"284408","ZNF790-AS1","ENSG00000267254","ncRNA",70.9569154256363,-1.6617681003759,-1.48273183559163,0.421634189078991,8.10562031234301e-05,0.00187588543669103,"down"
"3600","IL15","ENSG00000164136","protein-coding",28.9916077788212,3.34935546800726,2.91198016554661,0.850999476378673,8.29233647238947e-05,0.00191270948885978,"up"
"51186","TCEAL9","ENSG00000185222","protein-coding",2432.53169592398,1.69713489314722,1.50999290168572,0.431531134472345,8.39546058352899e-05,0.00193322497761262,"up"
"3400","ID4","ENSG00000172201","protein-coding",7557.04764024832,-1.91790423728335,-1.69173795174425,0.488269573330167,8.5668810178037e-05,0.00196771224995282,"down"
"55584","CHRNA9","ENSG00000174343","protein-coding",54.1605060088389,2.66878954608456,2.31180214812778,0.679418357323319,8.56372690683033e-05,0.00196771224995282,"up"
"100303728","SLC25A5-AS1","ENSG00000224281","ncRNA",514.619024113896,1.92671258366292,1.70159953067119,0.490836459291732,8.65980879205908e-05,0.00198237638040889,"up"
"81671","VMP1","ENSG00000062716","protein-coding",5127.44045988948,1.67591516562933,1.49028676852201,0.427000126898282,8.6780658672004e-05,0.00198488915942409,"up"
"23052","ENDOD1","ENSG00000149218","protein-coding",690.547890482695,1.55595565435054,1.39016693498804,0.396463006612761,8.68767532665542e-05,0.00198542145939592,"up"
"100302132","MIR1182","ENSG00000283799","ncRNA",35.3412288017515,2.37084748642816,2.07088693381408,0.605578080540201,9.0398453105124e-05,0.00205900035543701,"up"
"148014","TTC9B","ENSG00000174521","protein-coding",52.8130480591164,-2.29492966423392,-2.00851217631193,0.586495714515651,9.11746081190514e-05,0.00207321477544439,"down"
"84674","CARD6","ENSG00000132357","protein-coding",27.172813721636,2.88945792114185,2.49988573237222,0.739396730513432,9.31177481325791e-05,0.00211035933922414,"up"
"100507401","LRP4-AS1","ENSG00000247675","ncRNA",274.983897587471,1.65894388444586,1.47339493359713,0.424742469673215,9.39281147462234e-05,0.00212519180119588,"up"
"144402","CPNE8","ENSG00000139117","protein-coding",944.729234962022,1.56485234307495,1.39533834059132,0.400908306427257,9.49027329773936e-05,0.00214368526254819,"up"
"100048912","CDKN2B-AS1","ENSG00000240498","ncRNA",68.0951284308878,2.16134616760243,1.89302645262393,0.553959592078531,9.55465523332821e-05,0.00215109925913675,"up"
"2626","GATA4","ENSG00000136574","protein-coding",10.8785723913304,6.25010286523681,5.66074947746939,1.60209702230028,9.57165446768649e-05,0.00215314841094888,"up"
"9808","KIAA0087","ENSG00000122548","ncRNA",31.6703632582975,-1.83710557980775,-1.62419172669067,0.470937595239405,9.58146233812869e-05,0.00215357781687338,"down"
"54769","DIRAS2","ENSG00000165023","protein-coding",286.595092163321,1.51691362351131,1.35597256694268,0.389024218378739,9.64799022942237e-05,0.00216674469205084,"up"
"3742","KCNA6","ENSG00000151079","protein-coding",526.309430750251,-1.74127582521784,-1.54390073954573,0.446778783247807,9.72307748894025e-05,0.0021800163212045,"down"
"101928278","IGFBP-AS1","ENSG00000223874","ncRNA",48.7204823182465,-1.59279944073558,-1.41980078631955,0.408802066018642,9.76892185257309e-05,0.00218849536062903,"down"
"107985535","LOC107985535","ENSG00000235091","ncRNA",98.2786923845933,-2.61990828683463,-2.27688576358914,0.672485156976237,9.78507433360411e-05,0.00218851736367008,"down"
"4645","MYO5B","ENSG00000167306","protein-coding",638.273676938301,1.73154683467411,1.53180852369959,0.444748952153959,9.88844721896632e-05,0.0022098247949008,"up"
"10501","SEMA6B","ENSG00000167680","protein-coding",680.193331279234,-2.91207986527139,-2.5208724880698,0.748290329907172,9.95671062228344e-05,0.002221196351648,"down"
"9148","NEURL1","ENSG00000107954","protein-coding",228.061423949775,-2.09718215714829,-1.83949933338909,0.539351716077868,0.000100932707823948,0.00224639130294866,"down"
"107984508","SLC4A8-AS1","ENSG00000271065","ncRNA",82.3796396643637,-1.56773613467466,-1.39753807100679,0.404057097164217,0.000104462206862891,0.00231926515302107,"down"
"4066","LYL1","ENSG00000104903","protein-coding",166.96361877313,2.83101471708877,2.41841777340114,0.733289734756109,0.000113060734988165,0.00248587732154624,"up"
"100130958","SYCE1L","ENSG00000205078","protein-coding",1005.70795384675,-3.01391891433607,-2.59825638783371,0.781255991716452,0.00011441846638987,0.00250965813970508,"down"
"100302221","MIR1291","ENSG00000281842","ncRNA",289.178299778326,-2.94029444429776,-2.5365813959156,0.762863064643038,0.00011606660147223,0.00253967883028802,"down"
"256329","LMNTD2","ENSG00000185522","protein-coding",82.0977738577476,-3.52484409716863,-3.02623337789667,0.915083695161017,0.000117187513579656,0.00256009645050941,"down"
"100873944","PRKX-AS1","ENSG00000236188","ncRNA",26.1573913536883,-2.6547060151112,-2.29475547913288,0.689424110028698,0.000117822151304692,0.0025698425065369,"down"
"677815","SNORA2C","ENSG00000221491","snoRNA",291.506964978355,-2.91606545235414,-2.51466004029673,0.758028637628115,0.000119618489496954,0.00259655931341159,"down"
"9582","APOBEC3B","ENSG00000179750","protein-coding",143.301490222234,1.53088850880407,1.36255196096493,0.398115608459288,0.000120387080266084,0.0026111641657713,"up"
"93663","ARHGAP18","ENSG00000146376","protein-coding",1020.76681241924,1.65107146386234,1.46049052008614,0.429824530592673,0.000122400099399136,0.00264167391914709,"up"
"117166","WFIKKN1","ENSG00000127578","protein-coding",191.354717630857,-3.05885113126142,-2.63312125282761,0.79637614836647,0.000122552705899178,0.00264167391914709,"down"
"267010","RNU12","ENSG00000276027","snRNA",1422.45096555701,-2.43565390373302,-2.11333002176886,0.634317933396319,0.000123134656876857,0.00264967899375739,"down"
"1394","CRHR1","ENSG00000120088","protein-coding",75.0841566709188,-3.17912353073963,-2.73271590918354,0.828262194367354,0.000123886170615018,0.00266374807227748,"down"
"100506465","LINC01234","ENSG00000249550","ncRNA",186.548751540588,1.68874744549838,1.49131820635307,0.440057085242753,0.000124260605382309,0.00266969357379297,"up"
"81796","SLCO5A1","ENSG00000137571","protein-coding",485.819958587278,-1.5705036977899,-1.39601192445815,0.409326176554876,0.000124646634576407,0.00267587861818201,"down"
"3757","KCNH2","ENSG00000055118","protein-coding",575.498366064465,-1.92581807310484,-1.68943295922638,0.501976057387081,0.000124813422940087,0.00267735103307515,"down"
"55530","SVOP","ENSG00000166111","protein-coding",263.101355009942,-1.72381220612341,-1.52241694458498,0.449744116586952,0.000126655205916539,0.00271259036457857,"down"
"100506211","MIR210HG","ENSG00000247095","ncRNA",57.4445562124283,-1.75410412372952,-1.54627447573886,0.458261537892985,0.000129327432651548,0.00276330965815973,"down"
"100132594","PGAM1P5","ENSG00000257150","pseudo",16.0822106793742,-2.69665243470267,-2.32835040125283,0.705132890169198,0.000131134549427297,0.0027909854454222,"down"
"51286","CEND1","ENSG00000184524","protein-coding",216.244188240701,-2.23718989892549,-1.94547779559836,0.585270074321127,0.000132110020535235,0.00280736367877837,"down"
"57447","NDRG2","ENSG00000165795","protein-coding",277.063517815631,-1.51203414241369,-1.34553595719536,0.396208012112286,0.000135487859813399,0.00286796662263394,"down"
"105372068","LOC105372068","ENSG00000267202","ncRNA",7.78217947826832,-3.64830011327919,-3.1172324215811,0.956378476710856,0.000136346660803177,0.00288390640817519,"down"
"55502","HES6","ENSG00000144485","protein-coding",3366.81126070357,-2.48956562362671,-2.15123907537659,0.652987922849453,0.000137526312895822,0.00290435119658536,"down"
"441239","LOC441239","ENSG00000189316","protein-coding",22.9027004387384,-2.60486583398212,-2.24356607666992,0.684319738741554,0.000140945004749715,0.00296735491080789,"down"
"9256","TSPOAP1","ENSG00000005379","protein-coding",935.648100496034,-2.12566314915262,-1.85023084494944,0.559150370176997,0.000143767700437726,0.00301514044979551,"down"
"6251","RSU1","ENSG00000148484","protein-coding",2381.6617841906,1.51742411562613,1.34672852324966,0.399328853601926,0.000144733419208718,0.00302970460677281,"up"
"101929743","LINC01586","ENSG00000249487","ncRNA",44.3533772742361,-2.19396356816724,-1.90542424671089,0.577384700449673,0.000144795521663181,0.00302970460677281,"down"
"5176","SERPINF1","ENSG00000132386","protein-coding",919.60719973435,1.55578116986885,1.37732154767471,0.409656803506373,0.000146005353924787,0.00305033714130682,"up"
"154075","SAMD3","ENSG00000164483","protein-coding",436.422833158841,-1.69555185238216,-1.49513817648357,0.446658737972861,0.000147002674879368,0.00306412914977912,"down"
"84502","JPH4","ENSG00000092051","protein-coding",993.009839649125,-2.24476998508034,-1.94543321945381,0.591853810282569,0.00014897145553983,0.00309423723938662,"down"
"23308","ICOSLG","ENSG00000160223","protein-coding",95.1719020954944,4.15293389490187,3.4437869538272,1.09695366058983,0.000153166157285173,0.00316837793036642,"up"
"81848","SPRY4","ENSG00000187678","protein-coding",13281.460353018,1.50885158776752,1.33882687253064,0.398677735908781,0.000153931420670508,0.00317938352512176,"up"
"105371115","LOC105371115","ENSG00000261195","ncRNA",157.083502529861,-1.77813383625987,-1.56084400416639,0.469949272945348,0.000154531537105152,0.00318936247360701,"down"
"105371828","LINC02073","ENSG00000267452","ncRNA",43.0710902061724,2.487417050864,2.14032419336795,0.657626325548066,0.000155312834558739,0.0032006418151243,"up"
"27344","PCSK1N","ENSG00000102109","protein-coding",469.868877746269,-2.6369762132102,-2.26698240641552,0.698350382377609,0.000159362256816723,0.00327913401498199,"down"
"102465874","MIR8075","ENSG00000277942","ncRNA",67.4208446691609,-3.32258818685427,-2.83415764191769,0.880762660677253,0.000161685418930232,0.00331692344748972,"down"
"100126318","MIR301B","ENSG00000212102","ncRNA",32.0236314804151,-3.24158440527288,-2.76378702039016,0.859487982110822,0.000162249876538825,0.00332350160327162,"down"
"101929532","LOC101929532","ENSG00000236841","ncRNA",21.4277345272391,4.13818405906574,3.50597537252179,1.09731586133242,0.000162472414747772,0.00332556149826071,"up"
"57622","LRFN1","ENSG00000128011","protein-coding",690.882048817091,-2.47991223114436,-2.13566732756422,0.658093880035319,0.000164346030004447,0.00335458837537529,"down"
"64150","DIO3OS","ENSG00000258498","ncRNA",163.078723291732,-2.52955798040853,-2.17723330518137,0.671311569245813,0.000164505745960855,0.00335458837537529,"down"
"2444","FRK","ENSG00000111816","protein-coding",71.9352145059996,1.776567005579,1.55571293011433,0.471466131336245,0.000164445243765152,0.00335458837537529,"up"
"50614","GALNT9","ENSG00000182870","protein-coding",41.9746815126476,2.92932690349396,2.49750457071375,0.777595904372949,0.000165116277314605,0.00336007612176645,"up"
"139804","RBMXL3","ENSG00000175718","protein-coding",29.2514716544636,-2.74065281521957,-2.34839661406167,0.7279705159792,0.000166692139183658,0.00338650855641077,"down"
"6861","SYT5","ENSG00000129990","protein-coding",474.323878268585,-2.28750752427707,-1.97685170971147,0.607758764157912,0.000167323108086139,0.00339679614211503,"down"
"6374","CXCL5","ENSG00000163735","protein-coding",120.740553597007,1.91121495880857,1.66466011544022,0.508012573991392,0.000168464989135594,0.00341235472792929,"up"
"84518","CNFN","ENSG00000105427","protein-coding",30.0060060654454,-2.25143506751776,-1.94579694125473,0.598551611755207,0.000168916401503461,0.00341895825582061,"down"
"6191","RPS4X","ENSG00000198034","protein-coding",28634.2270044372,1.83667591230363,1.60142269254318,0.488930076713224,0.000172292085083225,0.00347438713587947,"up"
"28732","TRAJ23","ENSG00000211866","other",9.38879774591922,6.04354601278158,5.36365632944423,1.60880021782105,0.000172268633948349,0.00347438713587947,"up"
"105377559","LOC105377559","ENSG00000251416","ncRNA",10.1183135517693,6.16100964639785,5.47146130878926,1.64107022019697,0.000173852064894309,0.00350315577961058,"up"
"406977","MIR199A2","ENSG00000208024","ncRNA",18.3815114423721,5.5921896589753,4.81130855125399,1.49067225920687,0.000175811424921914,0.00353750751960965,"up"
"407022","MIR296","ENSG00000284040","ncRNA",4.46159931541824,-6.30294661437,-6.5487603979591,1.68065352872012,0.00017662661672536,0.00353965402355978,"down"
"55763","EXOC1","ENSG00000090989","protein-coding",2157.08366555914,1.65684161976537,1.45475608248797,0.442030483988852,0.00017807133481117,0.00355933788291183,"up"
"349136","WDR86","ENSG00000187260","protein-coding",426.386784606367,-1.9120548605999,-1.66633032919618,0.5104016173447,0.000179549842500995,0.00358363609512967,"down"
"9721","GPRIN2","ENSG00000204175","protein-coding",1159.34534485668,-1.9527793356209,-1.69943690078563,0.521770604851147,0.000182125086969549,0.0036299738702385,"down"
"78997","GDAP1L1","ENSG00000124194","protein-coding",757.92146391167,-1.65499506002246,-1.45662141516615,0.442701071425602,0.000185192841777683,0.00367884590991194,"down"
"389652","ASNSP1","ENSG00000290398","pseudo",21.7466172014215,5.84753760367059,5.01116930831358,1.56422138710719,0.000185264650612863,0.00367884590991194,"up"
"3688","ITGB1","ENSG00000150093","protein-coding",27233.3769474469,1.53089344234153,1.35651472921032,0.409609139630388,0.000185896469170455,0.00368870548432553,"up"
"790952","ESRG","ENSG00000265992","ncRNA",32.810083730253,3.99372527741256,3.33398899261264,1.06888952286736,0.00018672469217437,0.00370244509632148,"up"
"100288077","WTAPP1","ENSG00000255282","pseudo",21.483919529812,2.7766158627175,2.37801255805982,0.743852551127609,0.000189400302710073,0.00373918164597206,"up"
"8647","ABCB11","ENSG00000073734","protein-coding",28.6765576550148,-2.02243163033533,-1.754175575472,0.541987568501743,0.000190336012739991,0.00375222057219315,"down"
"114783","LMTK3","ENSG00000142235","protein-coding",560.583174100416,-2.63628579951844,-2.25637655133358,0.706669475468738,0.00019104076959334,0.00376339273279828,"down"
"728591","CCDC169","ENSG00000242715","protein-coding",47.4513418083677,2.08170986960224,1.79988629732485,0.558065300336691,0.000191307851093643,0.00376593303409175,"up"
"26831","RNU5A-1","ENSG00000199568","snRNA",140.895022519652,-2.33208917419764,-2.00694970057963,0.625358282610254,0.000192084910663291,0.00377850144612118,"down"
"84867","PTPN5","ENSG00000110786","protein-coding",419.181477124957,-1.63207029720507,-1.43546676456783,0.437758434650419,0.00019281857460282,0.00378746802447499,"down"
"401164","LINC01060","ENSG00000249378","ncRNA",9.16804444897617,6.00695574716574,5.30766191017709,1.61129080834736,0.000192975152493621,0.00378781465628948,"up"
"1258","CNGB1","ENSG00000070729","protein-coding",201.53204313949,-2.25788593710486,-1.94656004996922,0.605691632728365,0.000193172900675293,0.0037889683194325,"down"
"6261","RYR1","ENSG00000196218","protein-coding",217.562606357157,-1.83331118525113,-1.59903361792759,0.49235602895491,0.000196442684077321,0.00384204687136592,"down"
"100874090","SLC6A1-AS1","ENSG00000232287","ncRNA",30.7703950353979,2.57048495718819,2.20504553078643,0.690462546285556,0.000196990555667858,0.00385000036539676,"up"
"3856","KRT8","ENSG00000170421","protein-coding",1776.9261305857,1.63024692664606,1.42869135614554,0.438641639380864,0.000201937387124395,0.00393203562559301,"up"
"26824","RNU11","ENSG00000274978","snRNA",229.471205147156,-2.64177988635529,-2.2582097712676,0.710871539250745,0.000202197547941659,0.00393203562559301,"down"
"100422910","MIR2861","ENSG00000284547","ncRNA",24.0781431128672,-4.5414342854695,-3.82100886876768,1.22201052504532,0.000202111422638429,0.00393203562559301,"down"
"100506013","APELA","ENSG00000248329","protein-coding",67.6656737761127,-2.03466917235657,-1.76325526187152,0.547891674344487,0.000204304174573267,0.00396169915758573,"down"
"406975","MIR198","ENSG00000284121","ncRNA",749.976152183489,2.25661615385366,1.92780690548721,0.607781348661484,0.000204918138099306,0.00397078046705009,"up"
"4610","MYCL","ENSG00000116990","protein-coding",1660.39910118878,-1.55044311815933,-1.35942769221672,0.417612099810637,0.000205109056762102,0.0039716571900298,"down"
"7015","TERT","ENSG00000164362","protein-coding",40.0299757107381,-3.34607128076916,-2.83378771213049,0.901771102233785,0.000206805350644716,0.00400166151879172,"down"
"100874203","COL4A2-AS1","ENSG00000232814","ncRNA",401.396132835098,2.21801660161372,1.89585300250163,0.597876609315581,0.000207403916626773,0.00401039743468961,"up"
"100128640","ACVR2B-AS1","ENSG00000229589","ncRNA",183.70198772007,-2.01701306683482,-1.74627295394209,0.543839767900678,0.000208213385512078,0.00402073241669533,"down"
"400931","MIRLET7BHG","ENSG00000197182","ncRNA",89.6880501737998,3.2678289792433,2.71163096940715,0.886826871588933,0.000228832322431631,0.00436590933434288,"up"
"253128","LINC00612","ENSG00000214851","ncRNA",75.5676527959155,-2.11428612901527,-1.82067691380576,0.57399915634804,0.000230115841012959,0.00438426155791567,"down"
"398","ARHGDIG","ENSG00000242173","protein-coding",84.000255062305,-2.6758616980457,-2.27718962728314,0.726942304246335,0.00023233720647239,0.00442349273551902,"down"
"84630","TTBK1","ENSG00000146216","protein-coding",933.711547737332,-2.35052269569219,-2.01218998884783,0.638613266539528,0.000232624758426988,0.00442587677163532,"down"
"389816","LRRC26","ENSG00000184709","protein-coding",12.6411623351995,-4.63229161706853,-3.87647840228498,1.25904022945249,0.000233944292227487,0.00444787809155524,"down"
"147670","SMIM17","ENSG00000268182","protein-coding",82.4374821978517,-1.96186412847579,-1.69607882133683,0.533567575016084,0.000236103720731159,0.0044826823412356,"down"
"100131289","LOC100131289","ENSG00000287252","ncRNA",21.0793542642651,2.50127648122105,2.14198730122734,0.680519398709759,0.000237346560344313,0.00450001155857257,"up"
"79570","NKAIN1","ENSG00000084628","protein-coding",3025.1677423034,-1.65763813874443,-1.44942103284941,0.451049296543577,0.000237783383858769,0.00450516065151179,"down"
"109616998","SNORA50B","ENSG00000253007","snoRNA",26.358328104656,-2.80815569313836,-2.38010280987372,0.764371209108385,0.000238959101297167,0.00452429231789304,"down"
"57529","RTL9","ENSG00000243978","protein-coding",116.422872808352,1.58705840086998,1.39115467642361,0.432309551613654,0.000241493940877483,0.00456277949000949,"up"
"1395","CRHR2","ENSG00000106113","protein-coding",86.5195395887117,-1.94102901090834,-1.67826659449781,0.528891510778683,0.000242555552381529,0.00457484486915671,"down"
"442902","MIR330","ENSG00000284544","ncRNA",4.21459898618591,-6.22080478781811,-6.41327421688758,1.69508376367518,0.000242635918456595,0.00457484486915671,"down"
"100874074","DLEU7-AS1","ENSG00000176124","ncRNA",20.5788293062731,-2.24892081348944,-1.9267512237528,0.612845763731524,0.000242896185668568,0.00457658715001234,"down"
"91851","CHRDL1","ENSG00000101938","protein-coding",1082.43865054529,1.72345540445295,1.49698752273624,0.469950595340548,0.000245113752022948,0.00460881471389907,"up"
"100847048","MIR5690","ENSG00000265527","ncRNA",21.0103295823898,-3.08922728474105,-2.60601531984098,0.842836959458004,0.000247075184999308,0.00464249334515584,"down"
"285696","BASP1-AS1","ENSG00000215196","ncRNA",88.6311303754732,-1.78464118560767,-1.55120636275478,0.486943525962198,0.000247352152687901,0.00464449661906539,"down"
"79962","DNAJC22","ENSG00000178401","protein-coding",54.9249325516986,2.07111264587911,1.7658606352282,0.565892285238588,0.000252307655473322,0.00471590538029578,"up"
"100616377","MIR4803","ENSG00000264099","ncRNA",55.9194644986731,-2.28286776298073,-1.9513245629186,0.624870314525785,0.00025884457631148,0.00482477940363793,"down"
"7096","TLR1","ENSG00000174125","protein-coding",26.0541982350195,2.58431566939839,2.194433014633,0.707393789289028,0.00025890009784046,0.00482477940363793,"up"
"4056","LTC4S","ENSG00000213316","protein-coding",54.1696877756244,-3.13263665654896,-2.6406260877136,0.857995471650044,0.000261108409394664,0.00486260906675965,"down"
"8477","GPR65","ENSG00000140030","protein-coding",14.8547782599927,4.31775704977454,3.69314462557185,1.18289260153876,0.000262068562096864,0.00487715855085931,"up"
"28638","TRBC2","ENSG00000211772","other",134.867602322365,6.70529056632077,5.34217855757863,1.83829105357413,0.000264734852154872,0.00492341815085296,"up"
"23630","KCNE5","ENSG00000176076","protein-coding",299.065997249575,1.7567154935162,1.52093565913567,0.481708327134423,0.000265480192592581,0.00493391409055496,"up"
"642934","CERNA2","ENSG00000285972","ncRNA",57.0340662614546,3.2339796341776,2.69920536954353,0.887120512131167,0.000266893699304614,0.0049568050530252,"up"
"100506385","LINC01426","ENSG00000234380","ncRNA",42.3522950479007,1.91170588344894,1.65130353670052,0.524702393117275,0.000269049880297634,0.00499344856122171,"up"
"103625684","RNU6-2","ENSG00000207357","snRNA",180.910921067528,-1.57870243085357,-1.3820227489213,0.433784105376701,0.000273302024677041,0.00506136286711604,"down"
"102466720","MIR6720","ENSG00000275859","ncRNA",8.76150600547043,5.94445682276926,5.1779813045829,1.63343689775121,0.000273451713001098,0.00506136286711604,"up"
"105378616","TAF12-DT","ENSG00000229388","ncRNA",292.945773164329,-2.47570957877805,-2.10532524185671,0.680410658429667,0.000274175246710116,0.00506787384834211,"down"
"3111","HLA-DOA","ENSG00000204252","protein-coding",57.7932665139725,-1.93043550898222,-1.66354242559527,0.53122268547343,0.000279117356701918,0.00513832249366718,"down"
"646548","LOC646548","ENSG00000258422","pseudo",16.3230204084861,3.03321790022005,2.56633112553389,0.835322397482209,0.000282112723116774,0.00518646074380023,"up"
"100616224","MIR4753","ENSG00000263439","ncRNA",19.7186855694559,-3.59836767929693,-3.00869182972251,0.991795526808799,0.000285476412755314,0.00523723568723135,"down"
"113091","PTH2","ENSG00000142538","protein-coding",7.66365692976245,-4.55328623426667,-3.79993724168391,1.25534861959916,0.000286612360279923,0.00525147808512891,"down"
"124602","KIF19","ENSG00000196169","protein-coding",192.098796348531,-1.76420844616375,-1.52898307369281,0.486469055452263,0.000287223866594298,0.00525914808517592,"down"
"26010","SPATS2L","ENSG00000196141","protein-coding",3279.8773506529,1.56498774310166,1.36575136833355,0.432091316876816,0.00029245711430754,0.00534592509858578,"up"
"105370783","LOC105370783","ENSG00000259269","ncRNA",42.4696856487857,-1.58455501753317,-1.3843063468789,0.437850818668423,0.000295814358589158,0.00540193079207958,"down"
"93010","B3GNT7","ENSG00000156966","protein-coding",70.9418207627722,-1.92714996820506,-1.65689031051692,0.534773979658033,0.000313753064158836,0.00569139290833433,"down"
