"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008015","blood circulation","66/984","413/15777",0.159806295399516,2.56226008385992,8.29743927203254,1.21329895404966e-12,9.07786299390597e-11,9.07786299390597e-11,"HTR1A/TPM1/MMP2/GATA4/ITGA4/ADRA1A/RGS4/EMILIN2/HRH1/ADRB1/MYL4/HTR1B/TGFB2/F2RL1/ECE1/SMAD7/NPY/CAV1/FGF12/SGCD/ENG/DSP/PPARG/KCND3/RYR2/KCNE5/MIR21/ACVRL1/EDNRA/MME/HTR7/STC1/COL1A2/ERAP2/PLVAP/CXCL12/SCN2B/ADM/TBX2/GJA1/NPR3/EDN1/ADAMTS16/ANGPT1/ADORA2B/ITGA1/TBXA2R/PCSK5/ITGB1/ANPEP/DES/CDH5/GSN/TGFB1/FBN1/BDKRB2/MYOF/KCNE4/TBX18/SLC1A1/EDN3/C3AR1/KLF2/AVPR1A/PDE1C/ZC3H12A",66
"GO:0031589","cell-substrate adhesion","55/984","311/15777",0.176848874598071,2.83551290094895,8.43172633302185,1.61229778974942e-12,1.1320810942179e-10,1.1320810942179e-10,"FBLN2/TGFB1I1/GBP1/TLN1/LYVE1/ITGA4/ITGA11/NRP1/SEMA3E/ITGA10/LAMC1/ITGAV/LAMC3/NPY/VCAM1/PLAUR/DLC1/FBLN5/RRAS/DAB2/LAMB1/ACVRL1/FREM2/ADAMTS12/CDH13/COL16A1/RSU1/MMP14/CDH11/PLAU/S100A10/COL3A1/ACTN1/ITGA5/NID2/PKHD1/ADAM9/CSF1/SERPINE1/ITGA1/CD44/HAS2/ITGB1/VCL/FERMT1/FN1/LAMB3/GREM1/EDIL3/CASS4/KDR/BST1/COL13A1/RAC2/SPRY4",55
"GO:0051607","defense response to virus","49/984","260/15777",0.188461538461538,3.02170497185741,8.47751257070565,2.44756329981388e-12,1.6189389710653e-10,1.6189389710653e-10,"PMAIP1/DDX60L/DHX58/GBP1/EXOC1/ISG15/TLR3/BST2/IFI16/CASP1/IFIH1/STAT1/ZC3HAV1/F2RL1/TRIM22/IFIT2/GBP2/MICB/IFITM1/IRF1/NLRP1/OAS3/IFIT3/MID2/OASL/NLRC5/NLRP6/AGBL4/POLR3G/PARP9/SHFL/PRF1/MX1/OAS1/IRGM/DTX3L/STING1/MLKL/APOBEC3C/APOBEC3B/IFITM3/TICAM1/GBP3/OAS2/IRF9/ZC3H12A/APOBEC3G/TRIM34/IKBKE",49
"GO:0040013","negative regulation of locomotion","54/984","309/15777",0.174757281553398,2.80197726734549,8.25048226876034,4.19203188148406e-12,2.69470894466102e-10,2.69470894466102e-10,"TPM1/BMP5/EMILIN2/SHH/MYOCD/PTGER4/KLRC4-KLRK1/BST2/PLCB1/MEOX2/ARHGDIB/HMOX1/SMAD7/CDH1/KLF4/IFITM1/DLC1/ENG/MEF2C/CYGB/PPARG/ACVR1C/TIMP1/SP100/MIR21/ACVRL1/MITF/NKX2-1/STC1/SULF1/TNFAIP6/CDH11/CXCL12/GATA3/GJA1/CCL2/LDLRAD4/SERPINF1/COL3A1/CYP1B1/IL33/SERPINE1/TBXA2R/BMP4/KLRK1/MIR145/VCL/TGFB1/DCN/GREM1/RGCC/SLAMF8/PTPRT/PTPRR",54
"GO:0002250","adaptive immune response","59/984","357/15777",0.165266106442577,2.64980016396803,8.13188321635202,4.74601968729069e-12,3.00844914622149e-10,3.00844914622149e-10,"TAP2/FZD5/PDCD1LG2/KLRC4-KLRK1/CD274/HLA-B/B2M/IL2RB/SMAD7/CTSS/MICB/IRF1/TNFRSF21/SOCS3/TLR4/TNFSF4/MEF2C/IL21R/JAK3/TFEB/MIR21/CD40/TRBJ2-3/C1S/KLRC1/ERAP2/BTN3A3/TRGC2/CD4/LGALS1/PRF1/GATA3/IL6R/IL18R1/KLRC2/STAT3/IL33/ULBP2/PSMB8/C7/TRAC/KLRK1/ICOSLG/TAP1/AHR/TGFB1/PRDM1/PSMB9/BTN3A2/IL1R1/PRKCB/HLA-E/TRGC1/ANXA1/ZC3H12A/JUNB/ALCAM/C9/TRBC2",59
"GO:0071559","response to transforming growth factor beta","48/984","256/15777",0.1875,3.0062881097561,8.3468248799377,4.98191996389259e-12,3.11472365961723e-10,3.11472365961723e-10,"TGFB1I1/TGFB3/LTBP2/MYOCD/GDF5/RUNX3/FURIN/HTRA3/TGFB2/ANKRD1/SMAD7/GDF10/MXRA5/LRRC32/ENG/CDH3/MEF2C/CLDN1/FOS/PPARG/WNT10A/DAB2/MIR21/ACVRL1/NR3C1/CDKN2B/NKX2-1/COL1A2/TGFBR2/ZNF703/PENK/LDLRAD4/EDN1/COL3A1/DKK3/ACTA2/ADAM9/STAT3/MIR145/CDH5/FERMT1/TGFB1/DDR2/FBN1/RGCC/DNM3OS/COL1A1/PMEPA1",48
"GO:0007389","pattern specification process","46/984","241/15777",0.190871369294606,3.06034308268394,8.31278079206174,7.30471001282596e-12,4.44515953313836e-10,4.44515953313836e-10,"GATA4/FOXD1/FZD5/PAX8/SHH/NRP1/TBX1/SIX2/OSR2/BHLHE41/SOSTDC1/CHRDL1/SEMA3C/HOXB6/ENG/MEF2C/DSP/MICAL2/BICC1/ACVRL1/STC1/TGFBR2/TBX3/TBX2/FOXC1/SIX1/IRX4/FOXB1/PCSK5/BMP4/HOXB5/OSR1/PITX2/CRIPTO/HOXB4/BHLHE40/TBX18/HEY2/PAX2/GREM1/APLNR/PRICKLE1/FOXC2/CDX1/WNT11/HOXB3",46
"GO:0043068","positive regulation of programmed cell death","68/984","454/15777",0.149779735682819,2.40149887181691,7.81477804151551,1.17105214832102e-11,6.85215641658608e-10,6.85215641658608e-10,"PMAIP1/PHLDA1/MMP2/TGFB3/RARG/ITGA4/MAP3K5/EMILIN2/STK17B/LTBR/CD274/PHLDA2/ADRB1/CASP1/INHBA/CASP8/TRADD/TGFB2/F2RL1/IFIT2/ANKRD1/UBD/CAV1/CASP7/DLC1/TLR4/TNFSF15/ECSCR/MEF2C/HTRA1/F3/ID3/SIK1/PPARG/ACVR1C/POU4F2/MIR21/CD40/MSX1/TFAP2B/MIR675/S100B/TLR6/LGALS1/PRF1/CCL2/FAS/TGM2/CYP1B1/ITGA1/BMP4/FAP/ITGB1/GADD45B/GZMA/TNFRSF12A/TNFRSF8/GSN/SFRP4/TGFB1/HTATIP2/ACSL4/RGCC/PRKCB/ANXA1/ZC3H12A/CASP4/PRNP",68
"GO:0050727","regulation of inflammatory response","56/984","336/15777",0.166666666666667,2.67225609756098,7.99102675600006,1.18991179261125e-11,6.87437648288325e-10,6.87437648288325e-10,"GBP1/TLR3/PTGER4/RHBDF2/IFI16/MMP9/MGLL/FURIN/CASP1/TRADD/CCN4/GBP2/NPY/KLF4/NLRP1/TLR4/TNFSF4/OSMR/PPARG/MIR21/ADAMTS12/NLRP6/ETS1/TNC/TLR6/TNFAIP6/CD4/LGALS1/NFATC1/GATA3/IRGM/IL18R1/IL16/IL15/STAT3/IL33/SERPINE1/TMSB4X/IL1RAP/CCR1/NPY5R/MIR145/CDH5/AHR/NMI/TGFB1/GBP3/IL1R1/CMKLR1/SLAMF8/ELF4/BST1/HLA-E/ANXA1/CASP4/PLK2",56
"GO:0034341","response to type II interferon","27/984","97/15777",0.278350515463918,4.46294317324617,8.82319895345661,2.24653426189313e-11,1.25038809405857e-09,1.25038809405857e-09,"GBP1/BST2/CASP1/ASS1/STAT1/GBP2/UBD/IFITM1/IRF1/KYNU/TLR4/CLDN1/PPARG/NLRC5/SP100/CD40/PARP9/SHFL/IRGM/PARP14/CCL2/EDN1/PSMB8/IFITM3/CRIPTO/PSMB9/GBP3",27
"GO:0071560","cellular response to transforming growth factor beta stimulus","46/984","250/15777",0.184,2.95017073170732,8.01616654265836,2.73308017686642e-11,1.48497356276409e-09,1.48497356276409e-09,"TGFB1I1/TGFB3/LTBP2/MYOCD/GDF5/FURIN/HTRA3/TGFB2/ANKRD1/SMAD7/GDF10/LRRC32/ENG/CDH3/MEF2C/CLDN1/FOS/PPARG/WNT10A/DAB2/MIR21/ACVRL1/NR3C1/CDKN2B/NKX2-1/COL1A2/TGFBR2/ZNF703/PENK/LDLRAD4/EDN1/COL3A1/DKK3/ACTA2/ADAM9/STAT3/MIR145/CDH5/FERMT1/TGFB1/DDR2/FBN1/RGCC/DNM3OS/COL1A1/PMEPA1",46
"GO:0050920","regulation of chemotaxis","36/984","167/15777",0.215568862275449,3.45633123995911,8.23022266687082,3.94533190516968e-11,2.0697120477235e-09,2.0697120477235e-09,"KLRC4-KLRK1/CXCL8/NRP1/PDGFRB/FGF1/NTF3/F2RL1/F3/ADGRA2/MET/POU4F2/CDH13/TNFAIP6/PGF/CXCL12/IL6R/PDGFRA/IL16/CCL2/EDN1/CSF1/SERPINE1/TMSB4X/CCR1/KLRK1/TGFB1/GREM1/CMKLR1/EDN3/SLAMF8/FGF18/KDR/BST1/C3AR1/RAC2/SMOC2",36
"GO:2000027","regulation of animal organ morphogenesis","17/984","40/15777",0.425,6.81425304878049,9.49578388472334,6.46570118882244e-11,3.20755002454192e-09,3.20755002454192e-09,"PAX8/SHH/TBX1/SIX2/GDNF/HGF/MSX1/SULF1/APCDD1/GATA3/SIX1/EDN1/PKHD1/BMP4/TGFB1/GREM1/PDGFA",17
"GO:0002040","sprouting angiogenesis","34/984","156/15777",0.217948717948718,3.49448874296435,8.07527462466583,1.00347175939458e-10,4.77067198945505e-09,4.77067198945505e-09,"SRPX2/NRP1/SEMA3E/MEOX2/JCAD/FGF1/HMOX1/KLF4/ADGRA2/MIR21/ACVRL1/RHOJ/CDH13/PGF/FLT1/CREB3L1/EHD4/ITGA5/TGM2/ANGPT1/TBXA2R/BMP4/CDH5/TGFB1/CRIPTO/LOXL2/GREM1/APLNR/KDR/FOXC2/KLF2/ANXA1/ESM1/PLK2",34
"GO:0048844","artery morphogenesis","18/984","47/15777",0.382978723404255,6.14050337311884,9.10244546206152,1.42352619095367e-10,6.62956483215567e-09,6.62956483215567e-09,"NRP1/STRA6/PDGFRB/TBX1/TGFB2/SMAD7/ENG/ACVRL1/EDNRA/TGFBR2/TFAP2B/TBX2/EDN1/COL3A1/BMP4/MIR145/PROX1/HEY2",18
"GO:0048525","negative regulation of viral process","21/984","65/15777",0.323076923076923,5.18006566604128,8.7094737949747,1.75191121367726e-10,7.91655720715148e-09,7.91655720715148e-09,"ISG15/BST2/IFI16/IFIH1/STAT1/ZC3HAV1/IFITM1/OAS3/MID2/OASL/SP100/IL32/SHFL/MX1/OAS1/APOBEC3C/APOBEC3B/IFITM3/PROX1/OAS2/APOBEC3G",21
"GO:0007159","leukocyte cell-cell adhesion","52/984","328/15777",0.158536585365854,2.54190214158239,7.27798935932294,4.23141702569752e-10,1.73983669416968e-08,1.73983669416968e-08,"ITGA4/PDCD1LG2/SHH/KLRC4-KLRK1/CD274/PCK1/RUNX3/ASS1/B2M/SMAD7/CAV1/VCAM1/KLF4/IRF1/TNFRSF21/SMARCA2/TNFSF4/GPR65/JAK3/MIR21/ETS1/TGFBR2/IGF2/SIRPG/CD4/LGALS1/RUNX1/CXCL12/GATA3/CCL2/IL15/NT5E/PSMB8/CD44/BMP4/HAS2/KLRK1/ICOSLG/ITGB1/GPNMB/TGFB1/PSMB9/IL7R/SOCS1/ZP4/LGALS3/ICAM1/HLA-E/ANXA1/ZC3H12A/RAC2/PRNP",52
"GO:1903034","regulation of response to wounding","31/984","140/15777",0.221428571428571,3.5502831010453,7.81706210374579,4.4186458303705e-10,1.78466367874433e-08,1.78466367874433e-08,"EMILIN2/KREMEN1/CD9/CCN4/F2RL1/CAV1/TFPI/PLAUR/F3/CLDN1/MIR21/SPP1/PLAU/PDGFRA/C1QTNF1/EDN1/STAT3/IL33/SERPINE1/TBXA2R/FAP/ITGB1/TNFRSF12A/PLAT/FERMT1/DDR2/THBD/PDGFA/FOXC2/ANXA1/SMOC2",31
"GO:0002252","immune effector process","62/984","430/15777",0.144186046511628,2.31181225184345,7.11315108570093,4.73961353492822e-10,1.89750843626424e-08,1.89750843626424e-08,"DHX58/TGFB3/FZD5/KLRC4-KLRK1/CD274/PCK1/DOCK10/BST2/SPINK5/HLA-B/B2M/TGFB2/F2RL1/IL2RB/SMAD7/SOCS3/TNFSF4/IL21R/JAK3/MIR21/CD40/C1S/KLRC1/BTN3A3/CFHR3/DYSF/LGALS1/PRF1/GATA3/IL6R/IL18R1/CFH/KLRC2/STAT3/KLRC3/IL33/ULBP2/A2M/PSMB8/IL1RAP/C7/KLRK1/AHR/ADGRE2/NMI/CFHR1/TICAM1/TGFB1/PSMB9/BTN3A2/IL1R1/ANXA3/SLAMF8/LGALS3/ICAM1/HLA-E/ANXA1/ZC3H12A/RAC2/JUNB/KLRC4/C9",62
"GO:0002253","activation of immune response","67/984","483/15777",0.13871635610766,2.22411377064081,7.04697410106146,4.97701330890376e-10,1.97522510798581e-08,1.97522510798581e-08,"PLPP4/DHX58/GBP1/PDCD1LG2/TLR3/BANK1/CD274/IFI16/CASP1/PRKCH/IFIH1/ZC3HAV1/F2RL1/BTNL9/GBP2/TLR1/CTSS/MICB/IRF1/TNFRSF21/NLRP1/EGFR/OAS3/TLR4/MEF2C/OASL/NLRP6/C1S/LCP2/KLRC1/BTN3A3/TRGC2/NFATC2/TLR6/CFHR3/CD4/GATA3/OAS1/IRGM/CFH/CLEC2B/STING1/KCNK6/KLRC2/KLRC3/A2M/C7/TRAC/ICOSLG/NMI/CFHR1/TICAM1/UBASH3A/BTN3A2/CMKLR1/RGCC/PRKCB/LGALS3/C3AR1/TRGC1/ZC3H12A/RAB7B/KLRC4/C9/TRBC2/PRNP/IKBKE",67
"GO:0034612","response to tumor necrosis factor","38/984","200/15777",0.19,3.04637195121951,7.51148028563122,5.65201549181534e-10,2.20476912005515e-08,2.20476912005515e-08,"GBP1/CXCL8/CASP1/CASP8/ASS1/STAT1/TRADD/F2RL1/ANKRD1/GBP2/UBD/VCAM1/TNFRSF21/IGBP1/CLDN1/FOS/MIR21/CD40/ADAMTS12/TNFRSF19/PLVAP/GATA3/CRHBP/CCL2/EDN1/FAS/CARD16/CCDC3/ADAM9/TMSB4X/HAS2/CRIPTO/DCSTAMP/GBP3/COL1A1/KLF2/ZC3H12A/CASP4",38
"GO:0050777","negative regulation of immune response","34/984","166/15777",0.204819277108434,3.28397737290626,7.62953990095952,5.83851852575288e-10,2.23924357575934e-08,2.23924357575934e-08,"DHX58/ISG15/CD274/RHBDF2/IFI16/SPINK5/FURIN/HLA-B/SMAD7/NPY/OAS3/TNFSF4/PPARG/NLRC5/JAK3/MIR21/NLRP6/KLRC1/LGALS1/OAS1/PARP14/COL3A1/IL33/A2M/NPY5R/AHR/NMI/TGFB1/SLAMF8/LGALS3/HLA-E/ANXA1/ZC3H12A/PLK2",34
"GO:0048771","tissue remodeling","27/984","111/15777",0.243243243243243,3.90004943968359,7.90780041171028,6.40453785364543e-10,2.43585923033648e-08,2.43585923033648e-08,"PRKCA/MMP2/TMEM119/GDF5/HTR1B/CAV1/MEF2C/KISS1/PPARG/ACVRL1/EDNRA/TMBIM1/SPP1/EPAS1/MMP14/RUNX1/GJA1/NPR3/BGN/UBASH3B/IL15/GPNMB/TGFB1/DDR2/DCSTAMP/GREM1/RAC2",27
"GO:0042692","muscle cell differentiation","52/984","332/15777",0.156626506024096,2.51127681457537,7.1777276334878,6.5902783417704e-10,2.46541232392132e-08,2.46541232392132e-08,"TPM1/GATA4/RGS4/TMEM119/MYL9/SHH/MYOCD/ALPK2/CD9/PDGFRB/LAMC1/EHD2/TBX1/MYBPC2/LAMA2/BHLHE41/ANKRD1/PIEZO1/CASP7/ENG/MEF2C/SIK1/LAMB1/MIR21/EDNRA/IGF2/TBX3/ADAM12/NFATC2/CAV2/MMP14/NFATC1/ADM/TBX2/PDGFRA/EDN1/ACTN1/MYOM1/BMP4/ITGB1/MIR145/KRT8/RCAN1/TGFB1/PROX1/CARMN/TBX18/HEY2/GREM1/APLNR/PRICKLE1/AVPR1A",52
"GO:0045165","cell fate commitment","34/984","168/15777",0.202380952380952,3.24488240418118,7.54446704466458,8.1457431779927e-10,2.97417374914869e-08,2.97417374914869e-08,"PRDM12/GATA4/SHH/NRP1/TBX1/SIX2/KLF4/SOCS3/MEF2C/PPARG/WNT10A/JAK3/EDNRA/TBX15/POU4F1/EPAS1/TBX3/LGALS1/GATA3/IL6R/TBX2/EDN1/ESRP1/STAT3/BMP4/PRDM1/GDF3/PROX1/TBX18/PAX2/SLAMF8/OLIG2/EYA1/WNT11",34
"GO:0050878","regulation of body fluid levels","46/984","278/15777",0.165467625899281,2.65303123354975,7.1716566270959,1.06556175107777e-09,3.71238460451827e-08,3.71238460451827e-08,"UPRT/PRKCA/TLN1/F2RL2/EMILIN2/MYL9/CD9/ADCY4/AQP1/F2RL1/CAV1/TFPI/PLAUR/MYL12A/TLR4/F3/FLI1/CD40/PROCR/PLAU/MYO5B/IL6R/ADM/NPR3/PDGFRA/UBASH3B/C1QTNF1/EDN1/COL3A1/FOXB1/ANGPT1/SERPINE1/TBXA2R/FAP/HAS2/PLAT/VCL/THBD/FN1/PEAR1/ANO1/APLNR/OAS2/PRICKLE1/PDGFA/F13A1",46
"GO:0050818","regulation of coagulation","19/984","60/15777",0.316666666666667,5.07728658536585,8.16074685501964,1.90084034566505e-09,6.2413203867736e-08,6.2413203867736e-08,"EMILIN2/CD9/F2RL1/CAV1/TFPI/PLAUR/F3/PROCR/PLAU/PDGFRA/C1QTNF1/EDN1/ANGPT1/SERPINE1/TBXA2R/FAP/PLAT/THBD/PDGFA",19
"GO:0071356","cellular response to tumor necrosis factor","35/984","183/15777",0.191256830601093,3.06652339064374,7.25195289816919,2.25259875612116e-09,7.24004276263168e-08,7.24004276263168e-08,"GBP1/CXCL8/CASP1/CASP8/ASS1/STAT1/TRADD/F2RL1/ANKRD1/GBP2/VCAM1/TNFRSF21/CLDN1/FOS/MIR21/CD40/ADAMTS12/TNFRSF19/PLVAP/GATA3/CRHBP/CCL2/EDN1/FAS/CARD16/CCDC3/TMSB4X/HAS2/CRIPTO/DCSTAMP/GBP3/COL1A1/KLF2/ZC3H12A/CASP4",35
"GO:0001818","negative regulation of cytokine production","44/984","274/15777",0.160583941605839,2.57472850275948,6.78173734451239,6.3449044258611e-09,1.77657323924111e-07,1.77657323924111e-07,"DHX58/GBP1/TGFB3/PDCD1LG2/PTGER4/CD274/BST2/FURIN/INHBA/BCL3/TGFB2/F2RL1/HMOX1/SMAD7/KLF4/SRGN/TNFRSF21/OAS3/TLR4/TNFSF4/JAK3/MIR21/TLR6/SSC5D/OAS1/IL6R/IRGM/XAF1/CARD16/STAT3/IL33/IL1RAP/MIR145/BPI/GPNMB/TGFB1/FN1/CMKLR1/RGCC/ELF4/KLF2/ANXA1/ZC3H12A/PRNP",44
"GO:0030193","regulation of blood coagulation","17/984","54/15777",0.314814814814815,5.04759485094851,7.68411890997462,1.49529900662309e-08,3.81259478560212e-07,3.81259478560212e-07,"EMILIN2/CD9/F2RL1/CAV1/TFPI/PLAUR/F3/PLAU/PDGFRA/C1QTNF1/EDN1/SERPINE1/TBXA2R/FAP/PLAT/THBD/PDGFA",17
"GO:0033002","muscle cell proliferation","33/984","181/15777",0.18232044198895,2.92324147688991,6.71172818726831,2.21372627278305e-08,5.37417378137333e-07,5.37417378137333e-07,"TPM1/PRKCA/MMP2/TGFB3/MYOCD/MMP9/PDGFRB/HTR1B/CNN1/TGFB2/CCN4/HMOX1/KLF4/MEF2C/FOS/PPARG/MIR21/CDH13/GLI1/RUNX1/IL6R/TBX2/GJA1/SIX1/EDN1/ANGPT1/STAT3/BMP4/NPY5R/MIR145/TGFB1/DDR2/RGCC",33
"GO:0009612","response to mechanical stimulus","33/984","182/15777",0.181318681318681,2.90717971053337,6.67425033087685,2.54574470647117e-08,6.08313028289761e-07,6.08313028289761e-07,"PRKCA/MMP2/GATA4/TLR3/LTBR/PTGER4/STRA6/GDF5/AQP1/CASP1/CASP8/ANKRD1/PIEZO1/CALB1/IRF1/TLR4/FOS/RYR2/CD40/MMP14/CXCL12/KCNA1/EDN1/FAS/CHRNA9/RCAN1/TNFRSF8/GSN/TGFB1/DDR2/FBN1/FOSB/COL1A1",33
"GO:0042310","vasoconstriction","18/984","63/15777",0.285714285714286,4.58101045296167,7.34514474362401,3.11166247549844e-08,7.20894798892127e-07,7.20894798892126e-07,"HTR1A/MMP2/ITGA4/ADRA1A/HRH1/HTR1B/ECE1/CAV1/MIR21/EDNRA/HTR7/ADM/EDN1/TBXA2R/ITGB1/BDKRB2/EDN3/AVPR1A",18
"GO:0035296","regulation of tube diameter","24/984","110/15777",0.218181818181818,3.49822616407982,6.78114518389268,5.51741743942092e-08,1.16580987007024e-06,1.16580987007024e-06,"HTR1A/MMP2/ITGA4/ADRA1A/HRH1/ADRB1/HTR1B/F2RL1/ECE1/CAV1/MIR21/EDNRA/HTR7/ADM/EDN1/ADORA2B/ITGA1/TBXA2R/ITGB1/FBN1/BDKRB2/EDN3/KLF2/AVPR1A",24
"GO:0007596","blood coagulation","33/984","188/15777",0.175531914893617,2.81439737934613,6.45461102469043,5.7433852296941e-08,1.20242248570293e-06,1.20242248570293e-06,"PRKCA/TLN1/F2RL2/EMILIN2/MYL9/CD9/F2RL1/CAV1/TFPI/PLAUR/MYL12A/TLR4/F3/CD40/PROCR/PLAU/IL6R/PDGFRA/UBASH3B/C1QTNF1/EDN1/COL3A1/ANGPT1/SERPINE1/TBXA2R/FAP/PLAT/VCL/THBD/FN1/PEAR1/PDGFA/F13A1",33
"GO:0001906","cell killing","27/984","135/15777",0.2,3.20670731707317,6.6409979766641,5.77276701366239e-08,1.20305518951393e-06,1.20305518951393e-06,"CXCL14/GBP1/KLRC4-KLRK1/CXCL8/HLA-B/CXCL11/F2RL1/GBP2/MICB/KLRC1/CXCL12/PRF1/CFH/KLRC2/KLRC3/ULBP2/C7/KLRK1/GZMA/TGFB1/GBP3/CXCL1/LGALS3/ICAM1/HLA-E/KLRC4/C9",27
"GO:0002274","myeloid leukocyte activation","31/984","170/15777",0.182352941176471,2.92376255380201,6.50405315319638,5.86187932766005e-08,1.21607351142911e-06,1.21607351142911e-06,"CXCL8/F2RL1/NPY/UBD/TLR1/TLR4/CXCL6/LCP2/TGFBR2/TLR6/DYSF/IRGM/IL16/IL15/IL4R/ADAM9/CSF1/IL33/IL1RAP/MIR145/ADGRE2/NMI/BPI/FN1/DCSTAMP/IL1R1/ANXA3/IL31RA/ANXA1/ZC3H12A/RAC2",31
"GO:0044057","regulation of system process","62/984","488/15777",0.127049180327869,2.03704768092763,6.00187525572327,6.47462977122558e-08,1.31920581588721e-06,1.31920581588721e-06,"HTR1A/TPM1/PRKCA/MMP2/GATA4/ITGA4/ADRA1A/RGS4/HRH1/MYL9/MYOCD/FBXO32/AQP1/ADRB1/MGLL/MYL4/INHBA/CNN1/TGFB2/F2RL1/ECE1/SMAD7/CAV1/KLF4/TNFRSF21/FGF12/DSP/KISS1/PPARG/KCND3/RYR2/DAB2/KCNE5/MIR21/EDNRA/TSHZ3/SPP1/STC1/S100B/SCN2B/CRHBP/ADM/KCNA1/TBX2/GJA1/NPR3/C1QTNF1/EDN1/TBXA2R/FABP5/ITGB1/MIR145/DES/BDKRB2/KCNE4/TBX18/APLNR/SLC1A1/EDN3/AVPR1A/PDE1C/ZC3H12A",62
"GO:0019058","viral life cycle","40/984","256/15777",0.15625,2.50524009146341,6.26229871203987,6.69824149722982e-08,1.35870107526031e-06,1.35870107526031e-06,"TMPRSS2/ISG15/BST2/IFI16/CXCL8/NRP1/FURIN/IFIH1/ITGAV/ZC3HAV1/TRIM38/CAV1/IFITM1/EGFR/OAS3/CLDN1/OASL/IL32/LRRC15/LRP4/SHFL/CAV2/TPCN1/CD4/LGALS1/MX1/OAS1/CCL2/ITGA5/PCSK5/ITGB1/APOBEC3C/ANPEP/APOBEC3B/IFITM3/PROX1/OAS2/ICAM1/ZC3H12A/APOBEC3G",40
"GO:0050817","coagulation","33/984","191/15777",0.172774869109948,2.77019218490614,6.34801049574804,8.49526965577115e-08,1.65694062858716e-06,1.65694062858716e-06,"PRKCA/TLN1/F2RL2/EMILIN2/MYL9/CD9/F2RL1/CAV1/TFPI/PLAUR/MYL12A/TLR4/F3/CD40/PROCR/PLAU/IL6R/PDGFRA/UBASH3B/C1QTNF1/EDN1/COL3A1/ANGPT1/SERPINE1/TBXA2R/FAP/PLAT/VCL/THBD/FN1/PEAR1/PDGFA/F13A1",33
"GO:0071216","cellular response to biotic stimulus","33/984","192/15777",0.171875,2.75576410060976,6.31293394841783,9.65822566225781e-08,1.85992160010737e-06,1.85992160010737e-06,"PRKCA/FZD5/PDCD1LG2/CD274/CXCL8/MMP9/CASP1/ASS1/B2M/ANKRD1/GBP2/TLR1/CASP7/TLR4/TNFSF4/MEF2C/MIR21/CXCL6/CD40/TLR6/CXCL5/IRGM/IL18R1/CCL2/CARD16/ADAM9/SERPINE1/TBXA2R/AHR/BPI/TICAM1/GBP3/ZC3H12A",33
"GO:0050886","endocrine process","19/984","75/15777",0.253333333333333,4.06182926829268,6.85491359206746,1.09083256745591e-07,2.07369242199236e-06,2.07369242199236e-06,"FOXD1/INHBA/F2RL1/ECE1/KISS1/PPARG/DAB2/MME/SPP1/TBX3/CRHBP/GJA1/C1QTNF1/EDN1/PCSK5/ANPEP/EDN3/AVPR1A/PDE1C",19
"GO:0001942","hair follicle development","13/984","36/15777",0.361111111111111,5.78988821138211,7.42041745060651,1.20070116737029e-07,2.21862353355385e-06,2.21862353355385e-06,"RHBDF2/SPINK5/INHBA/TRADD/TGFB2/ALX4/CDH3/WNT10A/APCDD1/FST/KRT17/FERMT1/PDGFA",13
"GO:0060021","roof of mouth development","13/984","36/15777",0.361111111111111,5.78988821138211,7.42041745060651,1.20070116737029e-07,2.21862353355385e-06,2.21862353355385e-06,"FOXF2/TGFB3/INHBA/TBX1/OSR2/TGFB2/LRRC32/MSC/MSX1/TGFBR2/TCF21/OSR1/WNT11",13
"GO:0141061","disruption of cell in another organism","15/984","49/15777",0.306122448979592,4.90822548531608,7.06657172848414,1.60226491321513e-07,2.85681674686302e-06,2.85681674686302e-06,"CXCL14/GBP1/CXCL8/CXCL11/F2RL1/GBP2/MICB/CXCL12/PRF1/C7/GZMA/GBP3/CXCL1/LGALS3/C9",15
"GO:0022405","hair cycle process","13/984","37/15777",0.351351351351351,5.63340474620962,7.27723846882088,1.74588476827014e-07,3.06469926245574e-06,3.06469926245574e-06,"RHBDF2/SPINK5/INHBA/TRADD/TGFB2/ALX4/CDH3/WNT10A/APCDD1/FST/KRT17/FERMT1/PDGFA",13
"GO:0051147","regulation of muscle cell differentiation","25/984","126/15777",0.198412698412698,3.18125725900116,6.33999602833662,2.0876282429766e-07,3.60906640187318e-06,3.60906640187318e-06,"RGS4/TMEM119/SHH/MYOCD/LAMC1/TBX1/LAMA2/BHLHE41/PIEZO1/ENG/MEF2C/SIK1/LAMB1/MIR21/IGF2/NFATC2/MMP14/NFATC1/EDN1/BMP4/MIR145/RCAN1/TGFB1/PROX1/HEY2",25
"GO:0070661","leukocyte proliferation","33/984","199/15777",0.165829145728643,2.65882767496017,6.07351110807433,2.30245454818591e-07,3.92104573056735e-06,3.92104573056736e-06,"PDCD1LG2/SHH/CD274/BST2/F2RL1/IL2RB/VCAM1/IRF1/TNFRSF21/TNFSF4/MEF2C/MIR21/CD40/TGFBR2/IGF2/NFATC2/CD4/NPR3/IL15/CSF1/IL33/BMP4/ICOSLG/AHR/GPNMB/GREM1/ZP4/LGALS3/ELF4/HLA-E/ANXA1/RAC2/PRNP",33
