"ensembl","symbol","gene_type","baseMean","l2fc_raw","l2fc_shrunk","padj","l2fc_ref","padj_ref"
"ENSG00000110987","BCL7A","protein-coding",2860.45002777019,-0.605160272205794,-0.515171345037015,0.191560211580062,-0.713644576736,0.362021772331001
"ENSG00000111011","RSRC2","protein-coding",3525.67118543401,-0.0842055274709404,-0.0639221962156269,0.910958904080767,-0.13807224291,0.95744421070475
"ENSG00000111012","CYP27B1","protein-coding",44.7625183715071,-0.183309852319608,-0.118867392438074,0.853267890964957,-0.0246962176362,0.996608710641844
"ENSG00000111046","MYF6","protein-coding",19.5246826662893,-0.0340488592049036,-0.012324543955912,0.986970127713514,-0.151385588811,0.987036294945466
"ENSG00000111052","LIN7A","protein-coding",1407.46716974826,0.662048998497513,0.318708547047483,0.607111164664106,0.0705408360436,0.990717729477758
"ENSG00000111057","KRT18","protein-coding",1664.14949677397,1.99379748349693,1.84064784311806,5.63261917599771e-05,1.35600263637,0.0389323259705283
"ENSG00000111058","ACSS3","protein-coding",1409.1655092883,1.03774474739082,0.882672582527474,0.0407095729201292,0.651723843124,0.374166638587868
"ENSG00000111077","TNS2","protein-coding",800.195419851401,1.30482537252425,1.06565479447636,0.0392400700880733,2.041906125,1.1079506683163e-07
"ENSG00000111087","GLI1","protein-coding",216.416884247528,3.69562698765597,3.46954484060014,6.45050673799437e-07,3.06988627909,6.3375722466822e-06
"ENSG00000111110","PPM1H","protein-coding",738.297181399189,2.30491798530306,2.20621768425463,6.73410643232129e-09,2.26459075155,6.42050416581433e-08
"ENSG00000111142","METAP2","protein-coding",3503.65781031304,0.188347213808872,0.148507189663229,0.786304444785644,0.0216689683814,0.995373376494557
"ENSG00000111144","LTA4H","protein-coding",2448.03455064209,0.184548944509175,0.144497365463185,0.79246292053918,-0.136029254167,0.97128216895881
"ENSG00000111145","ELK3","protein-coding",2546.79207528929,2.28535661112171,2.09644788039747,7.70257873025386e-05,1.94130674378,2.57779059019765e-07
"ENSG00000111181","SLC6A12","protein-coding",7.79502262407948,0.108577013799653,0.0257491314958553,0.967835727563176,0.31525738274,0.981213877484812
"ENSG00000111186","WNT5B","protein-coding",986.623739134298,-1.64853061127963,-1.16378871675225,0.0964730481009071,-0.573509405848,0.725179880755078
"ENSG00000111196","MAGOHB","protein-coding",1078.15125367982,0.394612934272773,0.225704190045365,0.72708097679522,-0.201801267515,0.959707806259729
"ENSG00000111199","TRPV4","protein-coding",41.5121303997022,1.3837715795829,1.02881646284179,0.0897414528735826,2.34719906256,0.00199070128098581
"ENSG00000111203","ITFG2","protein-coding",1582.20838608509,-0.0610130379969557,-0.0515464200388516,0.933521861785089,-0.131127570222,0.951793901879635
"ENSG00000111206","FOXM1","protein-coding",5091.52555745992,0.515955168639803,0.403405857145388,0.42026507556361,0.00835225130547,0.998088605428779
"ENSG00000111215","PRR4","protein-coding",40.2766667760378,0.0265102256318314,0.0168913316275614,0.983925531113872,0.121463519697,0.989074805906079
"ENSG00000111218","PRMT8","protein-coding",292.493510066998,-1.73402905770791,-1.55618991528451,0.00113556475090309,-0.616526211724,0.535222939830754
"ENSG00000111224","PARP11","protein-coding",1574.83035637967,-0.363679063131173,-0.276160299039606,0.596815312593958,-0.174086523259,0.952793933775948
"ENSG00000111229","ARPC3","protein-coding",3160.58617585486,1.10940168579185,0.775640088057678,0.180686499709929,0.44750141089,0.735964810536794
"ENSG00000111231","GPN3","protein-coding",654.643509685842,0.147582535920061,0.111947899573347,0.849846603837857,-0.0483966482009,0.990717729477758
"ENSG00000111237","VPS29","protein-coding",2033.24846183847,0.570730454621226,0.374626491402915,0.522027499189683,0.108651942191,0.981213877484812
"ENSG00000111247","RAD51AP1","protein-coding",1418.95683871212,-0.259475462415816,-0.170337794242252,0.775304134866492,-0.312127010516,0.907804479415366
"ENSG00000111249","CUX2","protein-coding",1349.15289610806,-0.471959375602288,-0.371799752316862,0.433994389099364,0.164974059491,0.936366211445512
"ENSG00000111252","SH2B3","protein-coding",1653.55070736018,1.2555826046736,1.06096940638015,0.0253403733968607,1.8900980324,1.14549825454114e-08
"ENSG00000111254","AKAP3","protein-coding",165.82969457355,-0.291629179223954,-0.212989552496591,0.702964516354151,-0.378398986835,0.800260153749431
"ENSG00000111261","MANSC1","protein-coding",231.885964651222,-0.721101754970445,-0.533731531602588,0.315520550187669,0.936823622114,0.472326950716626
"ENSG00000111262","KCNA1","protein-coding",295.600071787435,5.22494265354707,5.08189624495364,2.56692974667876e-15,6.30044198264,1.46377085233692e-19
"ENSG00000111266","DUSP16","protein-coding",1974.16491208847,0.0837938036786496,0.0696016142566322,0.899675804147143,0.198328203723,0.916995341216208
"ENSG00000111269","CREBL2","protein-coding",1192.30887142096,-0.114994646074391,-0.0856144382989738,0.884821555306157,-0.0871917831552,0.981213877484812
"ENSG00000111271","ACAD10","protein-coding",935.149778701024,-0.0401623928686869,-0.0319025931803979,0.954662933844544,-0.206402867505,0.870117476324247
"ENSG00000111275","ALDH2","protein-coding",1525.77155990319,0.393800479964547,0.334945231471686,0.417664495930369,0.22116851725,0.833395068705965
"ENSG00000111276","CDKN1B","protein-coding",1826.04927331895,-0.100695952350645,-0.0776506403677963,0.890148309416951,0.0324467662895,0.993361299491579
"ENSG00000111300","NAA25","protein-coding",2395.18484256176,0.288528731993757,0.210436018010937,0.711903076634246,-0.000324055694464,0.999899140787801
"ENSG00000111305","GSG1","protein-coding",41.3340255244248,-0.200841976480525,-0.115292728153795,0.863237575185081,-0.399086185482,0.871635018746621
"ENSG00000111319","SCNN1A","protein-coding",3.17543075427626,3.00458468417294,0.377258304339447,NA,0.950756484085,0.832114797195709
"ENSG00000111321","LTBR","protein-coding",91.8925829578153,5.19503213590313,5.00129410518739,1.40356452921448e-10,1.27494649719,0.250655898119041
"ENSG00000111325","OGFOD2","protein-coding",673.333829391395,-0.258209196117983,-0.174690382421545,0.768525472561994,0.214841193478,0.906277265894084
"ENSG00000111328","CDK2AP1","protein-coding",6070.28713121554,0.92071575608083,0.647214216154739,0.251608604541695,0.305366118164,0.847284806321281
"ENSG00000111331","OAS3","protein-coding",404.482847500695,1.96801455455076,1.65089853420365,0.00859822938952336,1.46216781572,0.101620974536346
"ENSG00000111335","OAS2","protein-coding",89.752195838814,9.30103157228617,9.40180802473335,2.2706996289802e-06,9.60555985577,9.22991892757558e-07
"ENSG00000111339","ART4","protein-coding",19.7264637268769,-1.36801850739008,-0.989109845126723,0.11370173111388,-1.01465743173,0.41900543530783
"ENSG00000111341","MGP","protein-coding",274.180005955078,6.94119055041826,6.6278599728969,1.73837492899098e-09,3.96736541632,1.56869401435257e-05
"ENSG00000111348","ARHGDIB","protein-coding",709.301686314998,4.59817464715759,4.50100665956996,3.27177759392004e-19,4.27211111997,1.1540478315952e-37
"ENSG00000111358","GTF2H3","protein-coding",1539.846152187,-0.559810707115307,-0.392329673905259,0.489118509720471,0.286307564833,0.674680374731148
"ENSG00000111361","EIF2B1","protein-coding",1937.5599207905,0.553881611828045,0.434668331523163,0.380045025073178,0.167872665983,0.941637439798497
"ENSG00000111364","DDX55","protein-coding",1304.8927694976,-0.207100275712422,-0.163756793140677,0.750410760377715,0.030995330564,0.990717729477758
"ENSG00000111371","SLC38A1","protein-coding",12085.8306047218,0.0869210440762011,0.060613936235323,0.933370783034825,-0.295946752692,0.914936532647123
"ENSG00000111405","ENDOU","protein-coding",17.2665857610496,0.278764446884823,0.125561891435499,0.854549456266459,0.453872134752,0.957257009316398
"ENSG00000111412","SPRING1","protein-coding",5478.5294422279,-0.0961736306926804,-0.0746880902934172,0.8910175916916,0.353753741294,0.701094806887072
"ENSG00000111424","VDR","protein-coding",74.3098872971,4.92215353421729,4.58852663606215,1.57998685961716e-06,4.5002737241,2.57779059019765e-07
"ENSG00000111432","FZD10","protein-coding",848.939400872713,4.70574219958996,4.65745502505794,2.42367923561569e-39,5.41829208739,6.35850491616116e-34
"ENSG00000111445","RFC5","protein-coding",2202.76592944965,0.327547354347398,0.221275178732613,0.716131866893195,-0.216997443826,0.936959261568678
"ENSG00000111450","STX2","protein-coding",2999.21873618861,-0.252103272658404,-0.203183301228778,0.67609942579722,0.06044664664,0.98489472950267
"ENSG00000111452","ADGRD1","protein-coding",284.911796003948,-0.333386287411146,-0.255645734325569,0.622936396662342,0.321386973155,0.871101008747236
"ENSG00000111481","COPZ1","protein-coding",4619.17234366146,0.156315679994461,0.128564722804399,0.799785364647854,0.0530558486263,0.987861658602903
"ENSG00000111490","TBC1D30","protein-coding",264.4334204333,-1.28782876609041,-1.15492490664984,0.00355405659269617,-0.497746336318,0.670752302642057
"ENSG00000111530","CAND1","protein-coding",13528.1141511675,0.199810155789145,0.134683151567354,0.834798162910596,-0.133441401915,0.976120206639944
"ENSG00000111540","RAB5B","protein-coding",3604.46578876243,0.283395215365145,0.235405868797961,0.606450568259775,0.164079911312,0.932037868081669
"ENSG00000111554","MDM1","protein-coding",1041.26083940387,0.142448216086927,0.0949707452806555,0.888730658616672,-0.416544524951,0.780709773118264
"ENSG00000111581","NUP107","protein-coding",3905.52747274255,0.0886189340330577,0.0688965343819794,0.911447990454317,-0.165448063159,0.950927936819266
"ENSG00000111596","CNOT2","protein-coding",2972.76015764647,0.62456022370442,0.395491721300476,0.507016781017479,-0.0129923522379,0.998373680293809
"ENSG00000111602","TIMELESS","protein-coding",6473.20487405773,-0.0257450625792643,-0.0204884458236646,0.968324815549949,-0.162333401855,0.90354572773349
"ENSG00000111605","CPSF6","protein-coding",9096.92571028932,0.0378227983625465,0.0279349115009109,0.971650852304832,-0.361487355932,0.840938551279297
"ENSG00000111615","KRR1","protein-coding",2524.119562123,0.330061502018144,0.243353817040431,0.660139145260651,0.00889200988855,0.998373680293809
"ENSG00000111639","MRPL51","protein-coding",3834.9312573299,0.0503640603502992,0.0440309764321723,0.940964580123643,0.140312671835,0.937793851179071
"ENSG00000111640","GAPDH","protein-coding",69240.4279299106,0.348043712591499,0.290290861440668,0.518502018951278,0.0547214197084,0.98338377291716
"ENSG00000111641","NOP2","protein-coding",1737.94967583457,0.0377178314661169,0.0277109647622218,0.970539559660445,0.203626717159,0.857916155669668
